Organisation,member
Azure,Ernest Wong
Azure,Dr Christian Geuer-Pollmann
Azure,None
Azure,Rachid Cesin
Azure,Chidozie Ononiwu (His Righteousness)
Azure,Christopher Maldonado
Azure,Christopher Flores
Azure,Chris Clayton
Azure,Chris Reddington
Azure,Christian Vorhemus
Azure,Christian Kuhtz
Azure,Christopher Scott
Azure,None
Azure,Christian Whitehead (MSFT)
Azure,chunyu3
Azure,Chu Wang
Azure,Christopher Warrington
Azure,Shawn Cicoria
Azure,Cindy Peng
Azure,Albert Cheng
Azure,Chad Kittel
Azure,Kashyap
Azure,Clemens Vasters
Azure,None
Azure,Clive Graven
Azure,Franko Morales
Azure,Robert Zhang
Azure,Colby Williams
Azure,Craig Dunn
Azure,Congrui
Azure,Connie Yau
Azure,Cormac McCarthy
Azure,Cory Newton-Smith
Azure,Henning Rauch
Azure,Christophe Poulain
Azure,Brian Goff
Azure,Charles Fu
Azure,None
Azure,Craig McMurtry
Azure,Craig Alvord
Azure,Craig
Azure,Chris Rummel
Azure,Craig Schertz
Azure,None
Azure,Christopher Scrosati
Azure,Jeffrey T. Fritz
Azure,Christopher Stone
Azure,Catherine Watson
Azure,Chuck Weininger
Azure,None
Azure,RuiJun Hu (MSFT)
Azure,Derek Keeler
Azure,Danny Allen
Azure,Daniele Colonna
Azure,David COPPET [MSFT]
Azure,David Florez
Azure,Dan Mabee
Azure,Dan Menicucci
Azure,Damon Barry
Azure,Dane Walton
Azure,Dan Nicolescu
Azure,Daniel Anvar
Azure,Daniel Jurek
Azure,Daniel Ortega
Azure,Daniel Qiu
Azure,Yenru Chin
Azure,Dan O'Sullivan
Azure,Darcy Clarke
Azure,Darnell Harris
Azure,Daron Yondem
Azure,Deepak Arora
Azure,Darrel
Azure,Dilli Dorai Arumugam
Azure,Dasith Wijesiriwardena
Azure,Dave Goddard
Azure,David Burg
Azure,David Bélanger
Azure,None
Azure,David Davis
Azure,David Fowler
Azure,David Wang
Azure,David Wilson
Azure,David Kean
Azure,David Barkol
Azure,Dwyane George
Azure,Dominique Broeglin
Azure,Darren Brust
Azure,Dan Cristoloveanu
Azure,None
Azure,Jeffrey Robinson
Azure,None
Azure,Denise Chen
Azure,Derek Li
Azure,Derek Bekoe
Azure,Dania Etienne
Azure,David Justice
Azure,Deyaaeldeen Almahallawi
Azure,Danver Hartop
Azure,Dheeraj
Azure,Di Hei
Azure,Tracy Alers
Azure,Paymaun
Azure,Diksha Gupta
Azure,Di Lin
Azure,Dimitri Furman
Azure,Dinesh Kumar Govindasamy
Azure,Dinesh Kumar Devamanoharan
Azure,Dinesh Murthy
Azure,Dingmeng Xue
Azure,None
Azure,Diondra
Azure,Dirk Schneider
Azure,DJ
Azure,djlan
Azure,Dibya Jyoti Roy
Azure,DJ Bartles
Azure,Dongjiang You
Azure,David Kirby
Azure,David Kahn
Azure,Devis Lucato
Azure,None
Azure,Dmitry Robsman
Azure,Debashish Mohanta
Azure,Farzad E.
Azure,Doina Babu
Azure,Dominic Betts
Azure,Dominick Roselli
Azure,None
Azure,Donghe Xu
Azure,Derek
Azure,Dhawal Parkar
Azure,None
Azure,David Pokluda
Azure,Drew Walters
Azure,Hyrum Anderson
Azure,Janice D'Sa
Azure,Daniel Schenzer
Azure,Dias Gotama
Azure,Arun Dsouza
Azure,Danny Strockis
Azure,Don Syme
Azure,None
Azure,Charlie Chen
Azure,None
Azure,Dusan Kalinic
Azure,Dustin Burson
Azure,Chengming Ruan
Azure,Wei Dong
Azure,Dae Woo Kim-MSFT
Azure,Matias Quaranta
Azure,Eric Anderson
Azure,Esther Fan
Azure,None
Azure,Ed Burns
Azure,Eduardo Diaz
Azure,Eva Dupont
Azure,Eric Erhardt
Azure,Markus Cozowicz
Azure,None
Azure,John Doak
Azure,Eric Gold
Azure,Elia Grady
Azure,Eli Cortez
Azure,Eliza Sipos
Azure,Matt Ellis
Azure,Justin Emgarten
Azure,Emily Kilian
Azure,Emily Lawton
Azure,Enes Çakır
Azure,Engin Yöyen
Azure,None
Azure,Ethan Crawford
Azure,Eric Burkholder
Azure,Erica
Azure,None
Azure,Eric Williams
Azure,None
Azure,Erik St. Martin
Azure,None
Azure,Espen Brandt-Kjelsen
Azure,Eric Trexel
Azure,Liu Yue
Azure,Evan Hirsh
Azure,Evan Liang
Azure,evaou
Azure,None
Azure,Yishi Wang
Azure,Evelyn Padrino
Azure,Fabio Cavalcante
Azure,Fabio Masciotra
Azure,Fady H. Wahba
Azure,Nikolay Kim
Azure,None
Azure,Bo Fan
Azure,Fang Chen - Microsoft
Azure,Francois Commandeur
Azure,Garrett Serack
Azure,Pengfei Ni
Azure,Feng Zhou
Azure,Federico Guerrini
Azure,F. Hinkelmann
Azure,Fang Liu
Azure,Filiz Topatan
Azure,Ian Hollier
Azure,Matt Hernandez
Azure,Filippos Zampounis
Azure,Frank Ruben
Azure,Michael Flanakin
Azure,Feng Liang
Azure,None
Azure,Jun Han
Azure,Teddy Todorov
Azure,Fouad Rachkidi
Azure,Frank Li
Azure,Freddy Kristiansen
Azure,Freist Li
Azure,Fab Tillier
Azure,Kosuke Fujimoto
Azure,Fulvio Mercoliano
Azure,Wesley Fung
Azure,Vinay Gera
Azure,Galen Barbee
Azure,Galiya Warrier
Azure,Gary L. Mullen-Schultz
Azure,Gangadhar K
Azure,Ganesh Viswanathan
Azure,None
Azure,高阳阳
Azure,Gauri Prasad
Azure,Hiro7
Azure,Garima K
Azure,garyzjq
Azure,None
Azure,Gaurav Yeole
Azure,Guy Bowerman
Azure,George Arama
Azure,Eric van Wijk
Azure,Thomas Lin
Azure,Greg Hurlman
Azure,Gianugo Rabellino
Azure,Ken Wang
Azure,Shiran Pasternak
Azure,Tomomi ❤ Imura
Azure,Tanuj Mittal
Azure,Ralf Wigand
Azure,None
Azure,None
Azure,Gauntlet Git Service Account
Azure,None
Azure,Gojko Vucinic
Azure,None
Azure,Goran Condric
Azure,None
Azure,Graziani Bastos
Azure,Greg
Azure,None
Azure,George Trifonov
Azure,Wei Gu
Azure,Guang Hu
Azure,Guilherme Luiz
Azure,Guillermo Gomez
Azure,Gunjan Jain [MSFT]
Azure,Guillaume Perrot
Azure,Dennis Gurzhii
Azure,Gus Catalano
Azure,Guy Haycock
Azure,Adam Saxton
Azure,Xiaoying Guo
Azure,Graham Zuber
Azure,None
Azure,Hai Liu
Azure,Haitao Chen
Azure,B Harsha Kashyap
Azure,Halil Ozan Akgül
Azure,Stephen Halter
Azure,Hanefi Onaldi
Azure,None
Azure,Han Hossain
Azure,Han Zhu
Azure,Haocheng Huang
Azure,Haoling Dong
Azure,Hannah Olliges
Azure,Hasibur Rahman - MSFT
Azure,None
Azure,None
Azure,Harneet Virk
Azure,Harold Wong
Azure,Haroon Feisal
Azure,None
Azure,Harsh Arora
Azure,Harshit Agarwal
Azure,Haibo Song
Azure,Brian Hauger
Azure,Himanshu Chandola
Azure,None
Azure,Heath Stewart
Azure,Hector Hernandez
Azure,Heng-yi Liu
Azure,Henry Chen
Azure,Hermann Daeubler
Azure,Hans Krijger
Azure,Himanshu Agarwal
Azure,None
Azure,Hiren Chalodiya
Azure,Hiten Java
Azure,None
Azure,He Huang
Azure,Hong Lu
Azure,Eric Lam (MSFT)
Azure,Hongbin
Azure,None
Azure,Hrishikesh Singh
Azure,None
Azure,Yonghui Ye
Azure,Jeremy Hutchinson
Azure,None
Azure,None
Azure,Mick Vleeshouwer
Azure,None
Azure,Iago López Galeiras
Azure,GΛVĪN
Azure,Bill Zhao
Azure,Brian Melton-Grace
Azure,Siddharth Kumar
Azure,William Bartholomew
Azure,Ian Howell
Azure,Ian Likono
Azure,Ian Philpot
Azure,Ian Y. Choi
Azure,Inderpal Singh Aulakh
Azure,Igor Pagliai
Azure,Igor Sedukhin
Azure,Ihcene Cheriet
Azure,Ika Bar-Menachem
Azure,ilya lukinykh
Azure,Ishan Rajesh Madan
Azure,Ben (Bingxing) Wang
Azure,None
Azure,Shashwat Aggarwal
Azure,None
Azure,Pete Birley
Azure,None
Azure,None
Azure,Isaac
Azure,None
Azure,None
Azure,Yeming Liu
Azure,Ibrahim Waziri Jr.
Azure,Izik Lisbon
Azure,Janette Zuluaga
Azure,None
Azure,Jack Francis
Azure,Jack Richins
Azure,Javier Darsie
Azure,Jacob Freck
Azure,Jason Gilbertson
Azure,Richin Jain
Azure,Jordan Knight
Azure,Jacob Lauzon
Azure,None
Azure,James Clarke
Azure,James Conard
Azure,None
Azure,Jamie MacLennan
Azure,None
Azure,Jan Nekvapil
Azure,José Ángel Fernández
Azure,Jan Tielens
Azure,Jesus Arango
Azure,Jared Moore
Azure,James
Azure,Jason Hogg (MSFT)
Azure,None
Azure,Jason Zions
Azure,None
Azure,Javier Soriano
Azure,Jawahar
Azure,Jeanine Burke
Azure,Jorge Beauregard
Azure,Jeff Bennett
Azure,Jason Boeshart
Azure,Jan Cordtz
Azure,Jeremy Danyow
Azure,Jorge Docampo
Azure,None
Azure,Joshua
Azure,Jeff Hollan
Azure,Jeff McAffer
Azure,Jeff Sandquist
Azure,Jeremy Geib
Azure,Jenny Hunter
Azure,Jens Morawietz
Azure,jthoward
Azure,Jesse Benson
Azure,Jesse Thompson
Azure,Jesse Millar
Azure,Javier Fernandez
Azure,Joel Hendrix
Azure,Fan Jiachen
Azure,tyrannicrex
Azure,Gary Liu
Azure,None
Azure,Jiashuo Li
Azure,Jim Chou
Azure,None
Azure,Jimmy Campbell
Azure,Jinghua Zhu
Azure,jinglouMSFT
Azure,Jiri Burant
Azure,None
Azure,Ji Yong Seong (MSFT)
Azure,None
Azure,James Griffin
Azure,Sridharan Jothiraman
Azure,Kapil Jain (MSFT)
Azure,Johannes Kebeck
Azure,John Lian
Azure,John-Michael Linares
Azure,Jose Batista-Neto
Azure,Josh Bender
Azure,Josh Caplan
Azure,None
Azure,Joe Robinson
Azure,Johanan Liebermann
Azure,Johan Burati
Azure,Johan Stenberg (MSFT)
Azure,Jose Manuel Heredia Hidalgo
Azure,None
Azure,John Arnold
Azure,John Azariah
Azure,John Gallardo
Azure,John Huang
Azure,John Kemnetz
Azure,Johnney Cao
Azure,John Stallo
Azure,John Call
Azure,John Wu
Azure,Michael Jolley
Azure,Jonathan Tims
Azure,None
Azure,Jon Galloway
Azure,Jon Gallant
Azure,Jon Rosenberg (GUNGA)
Azure,Josh Free
Azure,Joshua Walker
Azure,Jordi Suñé
Azure,Jorge Valenzuela
Azure,James Park
Azure,Piyali Jana (MS)
Azure,Josh Lane
Azure,João Paulo
Azure,Juan Manuel Rey
Azure,Jeff Sanders (MSFT)
Azure,None
Azure,Joey Schluchter
Azure,Yu Chen
Azure,Jesse Squire
Azure,Jeffrey Stedfast
Azure,Camilo Ramirez
Azure,Raymond Sam
Azure,Juanya Williams
Azure,Jude Okello
Azure,Justin Hackett
Azure,Julius Liu
Azure,Justin Niles
Azure,Juta
Azure,John Vulner
Azure,None
Azure,Joel Yoker
Azure,江子健
Azure,Kate Olszewska
Azure,Kaisheng Xu
Azure,Kai Zimmermann
Azure,None
Azure,None
Azure,Karl Kuhnhausen
Azure,None
Azure,None
Azure,Karthik Elangovan
Azure,karthik ananthakrishnan
Azure,Kashif Khan
Azure,Katy Shimizu
Azure,Kamil Sobol
Azure,Kaitlyn Corazao
Azure,Katie Jackson
Azure,None
Azure,Kan Tang
Azure,Kaushik Bardhan
Azure,Katrina Ysabelle Cruz
Azure,Kris Borchers
Azure,Kamil Cudnik
Azure,Keith Vidal
Azure,Ken Dale
Azure,Kerem Yuceturk
Azure,Kevin Clark
Azure,Kevin Hillinger
Azure,Kevin Kane
Azure,Kevin Printz
Azure,None
Azure,None
Azure,Kris Fritz
Azure,Kelly Gremban
Azure,Nikhil Khare
Azure,Khoa Dang
Azure,Vineeth Karanam
Azure,Kimberly Yip Chang 
Azure,Kim Ying
Azure,None
Azure,Caio Saldanha
Azure,Kiran Kumar Kolli
Azure,kishore
Azure,Mark Young
Azure,Max K.
Azure,Kautilya Tripathi
Azure,kogepan
Azure,mym
Azure,Kodai Sakabe
Azure,Konstantinos Pantos
Azure,Kent Rancourt
Azure,Krista Pratico
Azure,Stefan Krivokapic
Azure,None
Azure,Shyju Krishnankutty
Azure,Marvin Chou
Azure,Kurt Song
Azure,Scott Kurtzeborn
Azure,Kushagra Thapar
Azure,Katie Kragenbrink
Azure,Kyle P
Azure,Libba Lawrence
Azure,La Toya Caldwell
Azure,Lachlan Evenson
Azure,La Donna Quinn
Azure,Larry-Griffith-ms
Azure,Chester Lam
Azure,Lane Swenka
Azure,None
Azure,Sijia Huang
Azure,Larry Claman
Azure,None
Azure,Laura
Azure,laurenngo
Azure,Laveesh Bansal
Azure,Lawrence Gripper
Azure,None
Azure,None
Azure,None
Azure,Lee Stott
Azure,Oleg Solomka
Azure,Leela Karunakaran
Azure,Lori Fraleigh
Azure,Limin Gu
Azure,None
Azure,None
Azure,Runliang Liu
Azure,LiXin Xu
Azure,Laurence Benjamin
Azure,Lin Jian
Azure,Lyon Till
Azure,Luis Masieri
Azure,Laurent Mazuel
Azure,Liudmila Molkova
Azure,Lorenzo
Azure,Longxiang Lyu
Azure,None
Azure,Jonathan Carter
Azure,Cody Peterson
Azure,Peixin Liu
Azure,Luke Snoddy
Azure,Lakshman Sundaralingam
Azure,Yang Wang
Azure,Luca Druda
Azure,Lucas Santos
Azure,Luis Vargas
Azure,Łukasz Chmielewski
Azure,Luka Miletic
Azure,Yanzhe Du
Azure,Lutz Roeder
Azure,Lu Wang
Azure,Luyao Wang
Azure,None
Azure,Lyndon Shi
Azure,Leighton Chen
Azure,Matthias Mertz
Azure,None
Azure,Madalyn Redding
Azure,Yonatan Manor
Azure,Matt Benedix
Azure,Mark Simms
Azure,N'Godjigui Junior Diarrassouba
Azure,None
Azure,None
Azure,Mike Gaal
Azure,Maria Guirguis
Azure,Mark Hillebrand
Azure,Qingchuan Hao
Azure,None
Azure,Marcus Lachmanez
Azure,Malavika Venkatesan
Azure,Marcos Perez Mokarzel
Azure,None
Azure,Mandar Inamdar
Azure,Wassim Chegham
Azure,Manian
Azure,Mani 
Azure,Manuel Schröder
Azure,Manuel Tenorio
Azure,Maor Leger
Azure,Marvin Ortega
Azure,Maran Palaniappan
Azure,None
Azure,Marek Karbarz
Azure,María Medina
Azure,Mario Guerra
Azure,Mariana Rios Flores
Azure,Marius U
Azure,Mark Cowlishaw
Azure,Mark Radbourne
Azure,Mark Souza
Azure,MarkTab marktab.net
Azure,Mark Weitzel
Azure,Marley Gray
Azure,Martin Strobel
Azure,Martina Lang
Azure,Martin Barnas
Azure,Martin Check
Azure,Martin Peck
Azure,Vinny Martins
Azure,Marwan Ahmed
Azure,None
Azure,Matjaz Perpar
Azure,Mathew Merrick
Azure,Matt White
Azure,Matthew Christopher
Azure,Matt Miles
Azure,Matt Regul
Azure,Mauricio Vásquez
Azure,Matthew Vogel
Azure,Mary Wahl
Azure,Maxim Rytych
Azure,None
Azure,None
Azure,Mayank Aggarwal
Azure,Mayuri Diwan
Azure,Hidenori Matsuki
Azure,Mikhail Bakalov
Azure,Bhaskar Mallapragada
Azure,Mauricio Blanco
Azure,Matt Boersma
Azure,McCoy Patiño
Azure,None
Azure,Michael Cianciarulo
Azure,Matt Connew
Azure,Michael Cummings (MSFT)
Azure,Matt DeVuyst
Azure,None
Azure,Chris Stackhouse
Azure,Abhijith Padmakumar
Azure,meyerje2
Azure,Muhammad Falak R Wani
Azure,Michael Blythe
Azure,Michael Greene
Azure,Miles Yucht
Azure,Mark Hamilton
Azure,Nate Ko
Azure,Michael Maxwell
Azure,Mike Richter
Azure,None
Azure,Michele Usuelli
Azure,Micheleen Harris
Azure,None
Azure,Mihailo Jokić
Azure,Mitchell Hymel
Azure,Mikael
Azure,Mike Harder
Azure,Mike Kistler
Azure,Mike Mullins
Azure,Michael Pizzo
Azure,Mikkel Mork Hegnhoj
Azure,Mimi Gentz
Azure,None
Azure,Hasan Kumar
Azure,None
Azure,Michael Roberson (Microsoft)
Azure,Nilay Chheda
Azure,Mithun
Azure,Michael Johnston
Azure,Marcus Swenson
Azure,Marsh Macy
Azure,Mark Mydland
Azure,Mohamed Abbas
Azure,Mohit Sharma
Azure,Mohammad Irfan
Azure,Moisés Aguirre Carmona
Azure,Michael Landes
Azure,Morgan Grobin
Azure,Mike Ormond
Azure,Morne
Azure,Moshe
Azure,Matt Metcalf
Azure,Mahesh Rohera
Azure,Max Yang
Azure,None
Azure,Qifan Li
Azure,Mo Shaban
Azure,Mike Shelton
Azure,Martin Simecek
Azure,Juergen Thomas
Azure,Manoj Soni
Azure,Shawn Fang
Azure,None
Azure,Yuchao Yan
Azure,Mario Szpuszta
Azure,Mike Thompson
Azure,None
Azure,Mu'awiyah Namadi
Azure,muhoro
Azure,None
Azure,matt winkler
Azure,Nate Amundson
Azure,None
Azure,Najeeb Kazmi
Azure,Narasimha Kulkarni
Azure,None
Azure,Norberto Arrieta
Azure,Nathan Bijnens
Azure,None
Azure,Nava Vaisman Levy
Azure,None
Azure,Max Gortman
Azure,Namrata Bikhchandani
Azure,Nick Brown
Azure,Namgyal Dolker
Azure,Matthew Neafie
Azure,None
Azure,None
Azure,None
Azure,Neetu Singh
Azure,None
Azure,Neil Peterson
Azure,Neil Hodgkinson
Azure,Nelson D'Souza
Azure,None
Azure,Niander Assis
Azure,Nick Holt
Azure,Nick Selvaggio
Azure,Nick Stenning
Azure,Nicolas Zhang
Azure,None
Azure,Niels Buit
Azure,None
Azure,Nikola Pejic
Azure,Nikola Smiljkovic
Azure,Nilay Shah
Azure,Qi Ni
Azure,None
Azure,Qian Deng
Azure,Dave Curylo
Azure,None
Azure,Nitesh Thakrar
Azure,Nitsan Bracha
Azure,None
Azure,None
Azure,Nikolay Muravlyannikov
Azure,Nina Zakharenko
Azure,Jon Huhn
Azure,Michael Lanzetta
Azure,Tongyao Si
Azure,Bin Du
Azure,Benjamin Pannell
Azure,None
Azure,None
Azure,Nick Wood
Azure,Thiago Almeida
Azure,None
Azure,None
Azure,Oleg Savin
Azure,Oleg Sych
Azure,None
Azure,Oliver Towers
Azure,Omkar More
Azure,None
Azure,Onder yildirim
Azure,Rasmus Lystrøm
Azure,Kelly Domico
Azure,Onur Tirtir
Azure,Or Avital
Azure,None
Azure,Oren Michaely
Azure,None
Azure,Osman Ertugay
Azure,Okan Tanrikulu
Azure,Otar Bichiashvili
Azure,Ould
Azure,Paulo Aguiar
Azure,Pablo Marin
Azure,Jasmine Greenaway
Azure,Patrick Latter
Azure,Paula Ledgerwood
Azure,Hannah
Azure,Pallavi Taneja
Azure,Jorge Palma
Azure,None
Azure,Paola Mariana Vicencio Hernandez
Azure,Peter Argall
Azure,Parth Aggarwal
Azure,Parv Saxena
Azure,Pankaj Shukla
Azure,Mike Pateras
Azure,Paul Shell
Azure,Paul Batum
Azure,Paul Bouwer
Azure,Paul Allen
Azure,Paul Miller
Azure,Paul Meyer
Azure,Paul Shealy
Azure,Paula Thurman
Azure,None
Azure,Payal Bajaj
Azure,None
Azure,Patrick Butler Monterde
Azure,Peter Shrosbree
Azure,Henning Kilset
Azure,Peter Marino
Azure,Peter McKay
Azure,Houwen Peng
Azure,Pengzhi Sun
Azure,Perry Skountrianos
Azure,Peter Drougge
Azure,Petr Švihlík
Azure,Patrick Flickinger
Azure,Philip Kelley
Azure,Alex Kelly
Azure,None
Azure,PJ Meyer
Azure,None
Azure,Peter Kirchner
Azure,Andy Gee
Azure,PoAn (Baron) Chen
Azure,Tobias
Azure,Engin Polat
Azure,None
Azure,Prabal Deb
Azure,Prabir Shrestha
Azure,Pranay Sahith Bejgum
Azure,Praneet Solanki
Azure,None
Azure,Prasad Kerhalkar
Azure,None
Azure,Praveen Kumar R
Azure,Pretlow Stevenson
Azure,Jeff Principe
Azure,None
Azure,None
Azure,prmathur
Azure,None
Azure,Filip Proborszcz
Azure,Prathmesh Prabhu
Azure,Paul Renato
Azure,Praneeth Sanapathi
Azure,Pan Shao
Azure,None
Azure,Puneeth Poduri
Azure,Pushkar Newaskar
Azure,None
Azure,Qiaoqiao Zhang
Azure,Qi Luo
Azure,Feiyue Yu
Azure,Marco Weber
Azure,Ralf von Broembsen
Azure,None
Azure,None
Azure,None
Azure,Rob Aghamalian
Azure,Rahee Ghosh
Azure,Rahul Bagaria
Azure,Rahul R Varrier
Azure,Raien Li
Azure,Rashmi Iyer
Azure,Raj Sellappan
Azure,Rakshith Bhyravabhotla
Azure,Ralph Mari Gabrinao
Azure,None
Azure,None
Azure,RamanDhillon[MSFT]
Azure,None
Azure,None
Azure,Ranjan Binwani
Azure,Ransom Richardson
Azure,Sanath Rao
Azure,Roope Astala
Azure,Raunak Pandya
Azure,None
Azure,Ravindra Patel
Azure,Ray Chen
Azure,None
Azure,Rui Carmo
Azure,Rob Caron
Azure,Russell Conard
Azure,Rebecca (Makar) McHugh
Azure,Madeleine
Azure,David Smith
Azure,Reiley Yang
Azure,Rob Futrick
Azure,Richa Dua
Azure,None
Azure,Richard Ortega
Azure,Richard Park
Azure,Billy Richardson
Azure,Richard Cheney
Azure,Rick Ley
Azure,"Rick Rainey, CKA,CKS,CKAD"
Azure,None
Azure,Ricardo Villalobos
Azure,Rich Franklin
Azure,None
Azure,Rita Zhang
Azure,Ritchie Hughes
Azure,Ruben Jaime Gonzalez Davila
Azure,None
Azure,Raghu Murthy
Azure,Ravikanth Musti
Azure,Robert Schaedler III
Azure,Robin-Manuel Thiel
Azure,Marc Goodner
Azure,Keith Mayer
Azure,Robert Taft
Azure,Rodrigo Moya
Azure,None
Azure,Rohit
Azure,Rohan Kulkarni
Azure,Rolf Tesmer (Mr. Fox SQL)
Azure,Rongduan Zhu
Azure,Ron Hogue
Azure,None
Azure,Roderick Diaz
Azure,Jaroslav Ruzicka
Azure,Roshan Routray
Azure,RyO
Azure,Ross Sponholtz
Azure,Rucha Rangnekar
Azure,Ruixin Xu
Azure,None
Azure,Russ
Azure,RJ Boeke
Azure,Ryan Erdmann
Azure,Ryan Adams
Azure,Ryan McIntyre
Azure,Ryan Stein
Azure,Ryan Sweet
Azure,Sandeep Alur
Azure,Sam Cheung
Azure,Sachin Mangla
Azure,Daniel Rodríguez
Azure,Stan Ageev
Azure,Sajeetharan
Azure,Ola Akintoye
Azure,Sashank Kolli
Azure,Samer Alameer
Azure,None
Azure,Sam George
Azure,Sameeksha Vaity
Azure,Sarthak Narang
Azure,Sanchit Kumar
Azure,Sandeep Sen
Azure,Sandeep Vishnu
Azure,None
Azure,Sanjana Gupta
Azure,sanray-ms
Azure,Xiaolu Dai
Azure,Sarah D'Ettorre
Azure,sarajang
Azure,Sarangan Rajamanickam
Azure,None
Azure,Rajarshi Sarkar
Azure,Samuel Robb
Azure,Satheesh Sugumaran
Azure,Kyohei MORIYAMA
Azure,None
Azure,None
Azure,SATO Naoki (Neo)
Azure,sarah 
Azure,None
Azure,Saurabh Sensharma
Azure,Sam Wlody
Azure,Sayan Chowdhury
Azure,Johan Myburgh
Azure,None
Azure,Steve Doroff
Azure,Samer Boshra
Azure,Saurabh Bhatia
Azure,Scott Beddall
Azure,Shawn Gaul
Azure,Stefan Jöst 
Azure,Silvano Coriani
Azure,Scott Addie
Azure,None
Azure,Wen-Pin Scott Hsu
Azure,Sean Wheeler
Azure,Sean Kane
Azure,Sean McCullough
Azure,Stéphane Erbrech
Azure,Serkant Karaca
Azure,Sergey Popov
Azure,Seth Manheim
Azure,Sergio Figueiredo
Azure,Seth Goings
Azure,Sergey Grebnov
Azure,None
Azure,Abhijeet
Azure,Shalini
Azure,Shoshana Malfatto
Azure,Shawn Pearce
Azure,Sharad Agarwal
Azure,Sharath Malladi
Azure,Sharon Lo
Azure,Shawn Gibbs
Azure,Shawn Weisfeld
Azure,Shelly Guo
Azure,Shengyu Fu
Azure,None
Azure,shines
Azure,shivam atri
Azure,Shiwei Zhang
Azure,None
Azure,Raouf Merouche
Azure,Shane Oatman
Azure,None
Azure,Shriroop Joshi
Azure,Shubham Sharma
Azure,None
Azure,Sid Krishna
Azure,Sima Zhu
Azure,None
Azure,Simone Savi
Azure,Simon Davies
Azure,Simon Thurman
Azure,Simonx Xu
Azure,Simon Moreno
Azure,Frank Simorjay
Azure,Naveen Singh
Azure,Robert Sim
Azure,Yohan Lasorsa
Azure,Akshay Singh
Azure,None
Azure,Bing Xia
Azure,Sebastian Herzig-Patel
Azure,SJ
Azure,Sasidhar Kasturi
Azure,Þorsteinn Örn Gunnarsson
Azure,Jason Hansen
Azure,Slava Koltovich
Azure,Steve Linehan
Azure,Scott Florentino
Azure,Simon Michael
Azure,Christian Smith
Azure,Stuart Neivandt
Azure,Adrian Calinescu
Azure,None
Azure,Sneha Vijayarajan
Azure,Soyoung Eom
Azure,chris
Azure,None
Azure,Samir Solanki
Azure,Somesh Chatterjee
Azure,Chenxi Song
Azure,Sonul Choi
Azure,Sertaç Özercan
Azure,Sandeep Patnaik
Azure,Shayne Boyer
Azure,Scott Phibbs
Azure,Min Pae
Azure,Chad Schulz
Azure,Sriprasad Bhat Kasargod - MSFT
Azure,None
Azure,Srini Acharya
Azure,Srividya Thirumala
Azure,None
Azure,Srikanta
Azure,None
Azure,Shaswat Rungta
Azure,Sai Swaroop Thota
Azure,Denis Stankovski
Azure,Daniel Heinze
Azure,Matthew Roche [MSFT]
Azure,Stefan Heßel
Azure,Stefano Gagliardi
Azure,Stephen Hunt
Azure,Stephen Jordan
Azure,Stephen Mann
Azure,Stefanie Tomko
Azure,Stephen Provine
Azure,Stephen Ritchie
Azure,Steve Busby
Azure,Steve Danielson
Azure,Steve Harter
Azure,Kevin Tan
Azure,Strong Liu(刘少壮)
Azure,None
Azure,Suhas Gatt
Azure,Suhas Mehta
Azure,Sumit Kalra
Azure,None
Azure,Sunbin Zhu
Azure,Suneet Nangia
Azure,Erick
Azure,Surender Singh Malik
Azure,None
Azure,Suraj Naik
Azure,None
Azure,susumun
Azure,Sven Gruenitz
Azure,None
Azure,None
Azure,Swati
Azure,Steve Griffith
Azure,Stephanie Lam
Azure,None
Azure,Chenjie Shi
Azure,Tanner Kotsopoulos
Azure,None
Azure,Tal Herscovitz
Azure,None
Azure,None
Azure,Tamer Sherif
Azure,Tommy Barnes
Azure,None
Azure,Thomas Bombach
Azure,tcsatheesh[MSFT]
Azure,Philip Teilmeier
Azure,None
Azure,Terence Fan
Azure,Tess
Azure,None
Azure,Nils Dijk
Azure,None
Azure,None
Azure,Francesco Rambaldi
Azure,Jason Helmick
Azure,None
Azure,Eli Ofek
Azure,Bevan Arps
Azure,Thomas Kappler
Azure,Thomas Vollmer
Azure,Tiberiu Covaci
Azure,None
Azure,Tim Park
Azure,Tim Larden
Azure,Tim Laverty
Azure,Timothee Guerin
Azure,Timo van Veenendaal
Azure,None
Azure,Tim
Azure,Travis Prescott
Azure,Herman Tong
Azure,Takeshi Katano
Azure,Thomas Galorath
Azure,Ty Mote
Azure,Tobias Wright
Azure,tobi o
Azure,Todd Reifsteck
Azure,James Scott
Azure,None
Azure,Tomas
Azure,Thomas Conté
Azure,Tom Kerkhove
Azure,Tong Chen
Azure,Tony Guidici
Azure,Tony Xu
Azure,Paul DeCarlo
Azure,Milan Topalovic
Azure,Tomer Rosenthal
Azure,Jon Ormond
Azure,Travis Angevine
Azure,Travis Leithead
Azure,Travis Nielsen
Azure,trinadhk[MSFT]
Azure,Thomas Roettinger
Azure,Thomas Stringer
Azure,Mutlu Dogruel
Azure,Tyler D
Azure,None
Azure,None
Azure,Will Pearson
Azure,Ulyses Ramos
Azure,None
Azure,Tim Verbist
Azure,None
Azure,None
Azure,None
Azure,Uyio Nkana
Azure,Ajit Navasare
Azure,None
Azure,Dragos Daian
Azure,Belle Yang
Azure,Shaoqing Tang
Azure,Vighnesh Shenoy
Azure,None
